"","NPFM1","NPFM2","NPFM3","NPFM4"
"NPIL_608831",0.462229961992715,3.35518187931477,0.452052772838372,3.62055456284371
"NPIL_608841",0.721417992056888,0.397913848825346,0.60821905817197,1.33271754853508
"NPIL_608851",0,0,0,0
"NPIL_608861",0,0,3.26456971753667,0
"NPIL_608871",0,1.60639294525788,0.204616905372669,0
"NPIL_608881",0.666394585883057,1.47025794989704,0.561829468989362,1.231069599918
"NPIL_608891",0,0,0.960809816532532,0
"NPIL_608901",0,0,0.0460388037088505,0.100879314437725
"NPIL_608911",0,0,0.179717739779127,0
"NPIL_666291",0,0.370706064290279,0,0
"NPIL_154111",0.0447771018530488,0,0.0528514700537408,0.148894835067145
"NPIL_154121",1.60537728267359,0.933344733137693,1.33518458135213,0.400771232638376
"NPIL_154131",0.0299928398969235,0.0661728234781597,0.413014662192298,0.203160918040374
"NPIL_154141",0.0755326855156897,0.0999880854758361,0.292931322778649,0.111628749582728
"NPIL_154151",5.4928553733449,0.95674873945506,0,1.60220087636386
"NPIL_154161",0,0,0.938149207652048,0
"NPIL_154171",0,0.0378293489260054,0.132992660091621,0.0253400766583888
"NPIL_154181",0.0145207240799337,0.0881014473854961,0.22648166886688,0.0268249808181073
"NPIL_154192",0,0,0,0
"NPIL_154191",0,0,0,0
"NPIL_154201",0,0,0,0
"NPIL_390611",0.0246040554237174,15.5522561051844,7.52985089946506,0
"NPIL_390621",0,0,0,0
"NPIL_390631",0,0,0.307399740374396,0
"NPIL_390641",0,0,0,0
"NPIL_390651",0,0,0,0
"NPIL_390661",0.74183548239812,0,0,0
"NPIL_390671",0.0409697261901011,0.451954944654005,0.621739731920843,0.0432490089188677
"NPIL_348701",2.628641043629,1.41270785300107,0.568250377206383,8.46694497406457
"NPIL_350751",0,0.116451124584635,0.167317940592916,0
"NPIL_105361",0,0,0,0
"NPIL_238461",0,0,0,0
"NPIL_40911",0,0,0,0
"NPIL_452821",0,0,0,0
"NPIL_601861",0,0,0,0
"NPIL_249391",0.910716839173792,17.3881994579348,0.614251758933075,0.207067120447097
"NPIL_249401",5.80436192577591,0.511439603535614,0.447199323645538,0.0748010913597382
"NPIL_249411",0,0.0664341001561769,0.0913912329316914,0
"NPIL_80395",0,0,0,0
"NPIL_161971",0,0,0,0
"NPIL_453361",0,0.0809996442765738,0.0866666723204457,0.596835784621598
"NPIL_453371",0,0.112149393005317,0.230349023000945,0.0117380515089011
"NPIL_453381",0,0.105808358256465,0.2291176895289,0.014765827687571
"NPIL_453391",0.0320228609895676,0.269760781882533,0.287161598176091,0.0537797268271306
"NPIL_453401",3.99585912915324,5.27872411998793,0.374318002551256,2.27832830599629
"NPIL_453411",0.0217804157882561,0.378424115947325,0.583019325704546,0.301771746633024
"NPIL_453421",0.219341342765831,0.2328342604421,0.46056572448221,0.137615794019113
"NPIL_453431",0,0,0.200289659639712,0
"NPIL_453441",0.542174724690577,0.302229675153041,0.277178362475974,0.0213104468641061
"NPIL_453451",3.26217065454849,1.31122966765383,0.205482024373672,0.0277075778599975
"NPIL_453461",0.059062053011292,0.141166849268228,0.0746917875318217,0.00909239804654643
"NPIL_453471",0.0415616073647995,0,0.210240625816315,0
"NPIL_453481",0.3307729379224,1.00591318127335,0.15450949130119,0.0743176395584875
"NPIL_453491",0.0339576340006625,0.252856007721245,0.329236759501323,0.0470489389345369
"NPIL_535711",0.20081935993211,0,0.00995932058198469,0.109113329587123
"NPIL_339711",0,0.592559206722795,0.37478825129818,0
"NPIL_339721",0,0.0650914600129505,0.14924034418877,0.436016646694318
"NPIL_339731",0,0,0,0
"NPIL_339741",64.8106770991928,0.594145335917297,0.908162703297873,51.0753350906617
"NPIL_339751",4.09943209704364,0.822229564397397,0.314198470809217,9.63851648845748
"NPIL_339761",2.82181439476797,0,0,10.425804745717
"NPIL_339771",0,0.155179282726164,0.243124416008098,0.0259868001413817
"NPIL_339781",0.0720866870596187,0.27832690602329,0.546978972712027,0.399509828911508
"NPIL_339791",5.72732039756974,0.398436045477348,0.217506159254412,4.86127090046358
"NPIL_339801",40.4624440787635,0.421093296329735,0.804561618212921,12.6931642243972
"NPIL_339811",4.16300617769298,0,0.584963623594806,0
"NPIL_339821",0,0,0,0
"NPIL_339831",0,0.0964997338024571,0.479380590764632,0
"NPIL_339842",4.30232430907599,0.986809100716378,0.287306077316337,3.22638934149689
